sample_id,text_prompt,category,style,quality_level,color_palette,aspect_ratio,prompt_length,word_count,complexity_score,text_sentiment,text_clarity,text_specificity,image_width,image_height,image_channels,color_depth,noise_level,sharpness_score,brightness,contrast,saturation,hue_variance,edge_density,texture_score,composition_score,aesthetic_score,clip_score,fid_score,inception_score,ssim_score,psnr_score,generation_time_img,gpu_memory_img,inference_steps,guidance_scale,seed_value,video_fps,video_duration,total_frames,video_width,video_height,video_bitrate,compression_ratio,motion_score,temporal_consistency,scene_coherence,transition_type,video_quality_score,optical_flow_score,video_sentiment,generation_time_vid,gpu_memory_vid,model_version,batch_size,learning_rate,epoch_trained,training_loss,validation_loss,perceptual_loss,adversarial_loss,user_rating,expert_rating,human_preference_score,prompt_adherence,creative_score,technical_quality,dataset_split,overall_quality_score,quality_label,quality_class
6116,A detailed city skyline at dawn,animals,watercolor,low,cool,16:9,99,5,0.336,0.3431,0.984,0.1181,256,256,3,8,0.1355,0.5885,0.8879,0.9171,0.6096,0.0131,0.6575,0.7322,0.6992,0.5772,0.6184,121.6816,7.98,0.9322,46.3651,13.5601,10.1035,67,16.2705,840086,30,40.59,1733,1080,480,2839,0.6772,0.198,0.5816,0.9084,fade,0.8898,0.1589,-0.5428,189.968,6.0865,v2.0,1,5e-05,251,0.764793,0.571904,1.255407,1.056448,4.7,1.83,0.5079,0.5211,0.2244,0.6219,train,0.6336,0,low
6117,A dramatic mountain landscape at sunset,sports,artistic,ultra,warm,3:2,43,14,0.7306,-0.4527,0.6114,0.9374,1920,1280,3,8,0.2526,0.6262,0.3484,0.5913,0.2268,0.6453,0.8461,0.6223,0.8857,0.6623,0.5355,64.1699,7.243,0.5409,22.0017,28.8702,12.4353,45,16.1028,732485,24,53.58,1177,1080,480,3100,0.8583,0.815,0.8554,0.684,wipe,0.4074,0.7385,-0.9436,13.4608,32.5599,v2.1,4,1e-05,271,1.211782,1.757056,0.161652,2.854225,4.54,2.81,0.2744,0.8033,0.4519,0.6593,train,0.7106,1,medium
6118,A serene tropical beach in golden hour,food,photorealistic,ultra,neutral,3:2,187,27,0.9236,-0.6017,0.6811,0.8855,512,1280,3,8,0.4381,0.8784,0.3102,0.595,0.8563,0.8287,0.5529,0.976,0.4263,0.3071,0.5861,40.4177,9.6881,0.9456,29.8601,13.6797,6.9652,64,3.2344,695244,30,31.18,53,720,480,8131,0.1495,0.7866,0.5558,0.474,fade,0.9895,0.4313,0.884,34.0315,46.5122,v1.0,1,1e-05,206,1.706571,1.183815,0.998963,0.963504,4.12,2.95,0.5461,0.9525,0.2113,0.502,train,0.5568,0,low
6119,A dramatic forest scene at sunset,food,digital_art,low,pastel,9:16,132,37,0.6312,-0.0387,0.5831,0.4226,768,1080,3,8,0.305,0.8417,0.8176,0.9783,0.7587,0.868,0.5549,0.8091,0.9764,0.8492,0.9248,76.949,4.995,0.7142,20.4687,27.7166,20.394,14,1.8005,246416,24,22.98,1709,720,480,5976,0.5626,0.893,0.6818,0.7524,wipe,0.9881,0.6954,0.5385,109.9811,22.4006,v1.5,4,5e-05,61,0.668346,1.983375,0.232589,2.365698,3.52,2.7,0.059,0.9427,0.2799,0.9472,train,0.8089,1,high
6120,A colorful canyon view at sunset,food,photorealistic,ultra,vibrant,9:16,61,15,0.8751,0.2381,0.5249,0.1905,1024,256,3,8,0.2765,0.6798,0.8553,0.3168,0.2596,0.2606,0.2923,0.2388,0.9073,0.9918,0.7866,131.3456,3.9398,0.8424,49.8529,25.8612,13.5241,43,17.3442,264859,30,40.04,28,1080,720,2124,0.4355,0.59,0.9738,0.92,pan,0.5961,0.4927,-0.9273,184.6377,38.3788,v2.1,4,0.0001,463,0.604119,0.503486,0.620607,1.634643,4.65,1.49,0.101,0.6227,0.3816,0.8923,train,0.8494,1,very_high
6121,An amazing flower garden under stars,landscape,cartoon,high,pastel,16:9,40,24,0.3022,0.2385,0.637,0.7104,1920,512,3,8,0.4905,0.8636,0.8023,0.7252,0.6629,0.5512,0.7088,0.9038,0.8724,0.9228,0.8273,82.3249,2.3628,0.8201,21.2006,14.5584,9.6216,78,18.265,161163,24,21.39,1157,1080,480,1622,0.8221,0.1092,0.747,0.9199,wipe,0.8374,0.3145,-0.7834,147.6728,5.8473,v1.5,4,0.0001,83,0.506253,2.388169,1.372004,1.535791,2.07,2.08,0.4531,0.5475,0.3961,0.5985,train,0.743,1,high
6122,A vibrant futuristic city in golden hour,landscape,oil_painting,professional,pastel,21:9,115,30,0.9194,0.1149,0.9099,0.8948,768,768,4,16,0.195,0.8678,0.83,0.7912,0.9202,0.7018,0.2891,0.9187,0.6121,0.7735,0.5954,162.5526,3.1731,0.707,31.214,20.2068,3.2681,45,8.5266,160925,24,13.91,1314,1080,1080,9620,0.7611,0.816,0.5412,0.7021,pan,0.3491,0.5697,0.849,164.0977,23.1245,v3.0,16,0.001,128,0.424577,1.253834,0.825427,2.323837,4.4,2.42,0.578,0.8217,0.4354,0.8887,validation,0.6936,1,medium
6123,A detailed flower garden under stars,food,oil_painting,medium,monochrome,4:3,70,6,0.304,0.984,0.6336,0.9772,512,512,3,16,0.441,0.7618,0.5488,0.3638,0.9094,0.7281,0.518,0.4022,0.5305,0.3051,0.5762,188.2791,1.1432,0.6381,32.2493,13.7618,22.5729,37,6.6946,106566,30,58.05,164,1080,720,9145,0.4865,0.5108,0.5763,0.7699,fade,0.5131,0.7618,0.7027,157.9009,34.8277,v2.1,2,0.0005,204,1.594879,1.628356,0.093176,2.244409,1.57,4.63,0.5885,0.6838,0.7133,0.458,train,0.5298,0,low
6124,A beautiful old castle under stars,nature,digital_art,professional,cool,21:9,100,29,0.3032,0.7204,0.8482,0.2171,1920,1280,3,32,0.3234,0.9598,0.8205,0.7995,0.9864,0.0361,0.2585,0.8486,0.8941,0.9325,0.6462,51.1771,6.5518,0.5426,47.4228,14.7987,11.1459,93,17.0371,661009,60,44.21,1589,720,480,1820,0.8336,0.8183,0.909,0.947,cut,0.3167,0.3341,-0.9443,83.2943,35.4785,v1.0,2,0.0001,274,1.339213,2.31975,0.326018,0.266283,2.61,1.1,0.6938,0.6652,0.9708,0.3673,validation,0.7452,1,high
6125,A detailed ocean view in golden hour,sports,photorealistic,medium,warm,16:9,74,8,0.8919,-0.5223,0.763,0.6402,1920,1280,3,8,0.3876,0.8997,0.548,0.7617,0.7149,0.2269,0.5172,0.9937,0.575,0.2317,0.5592,37.794,2.1058,0.8782,26.0709,18.18,12.3901,65,2.9432,43771,24,16.72,1517,1080,1080,7690,0.3712,0.0335,0.7646,0.5769,wipe,0.5275,0.8077,0.5785,261.3885,9.96,v1.0,16,0.0001,218,1.927016,2.488867,0.961015,0.285245,3.81,4.46,0.3868,0.5625,0.9113,0.5889,train,0.5282,0,very_low
6126,A beautiful old castle at sunset,portrait,digital_art,ultra,vibrant,21:9,143,23,0.5994,0.5174,0.7599,0.4875,1920,1280,3,8,0.156,0.4522,0.4716,0.3114,0.9774,0.3795,0.6019,0.5628,0.6705,0.553,0.4981,85.6483,5.0682,0.7517,42.7449,14.3978,18.0606,81,11.7802,280972,30,17.41,339,720,720,8785,0.2519,0.9976,0.5869,0.8281,dissolve,0.8033,0.7103,0.3669,210.2882,43.0939,v1.0,8,0.001,319,1.719705,1.262219,0.873647,1.062973,4.4,3.99,0.5522,0.9291,0.5258,0.703,train,0.6783,0,medium
6127,A colorful waterfall at dawn,sports,artistic,low,neutral,16:9,151,17,0.8195,0.1386,0.8908,0.2411,256,512,4,8,0.3053,0.5415,0.3261,0.895,0.1848,0.2696,0.7346,0.7666,0.5235,0.3699,0.408,132.7355,8.7799,0.6452,40.2675,25.7021,19.4218,93,5.1704,754557,30,6.63,1433,720,720,3915,0.4016,0.5256,0.9846,0.6387,dissolve,0.6236,0.9498,-0.5832,50.4835,4.8153,v2.0,2,0.001,75,1.592769,1.552269,0.979979,2.37847,3.29,4.34,0.4725,0.86,0.2557,0.6033,train,0.668,0,medium
6128,A dynamic futuristic city in golden hour,food,oil_painting,low,vibrant,9:16,81,23,0.8222,-0.859,0.8089,0.8271,512,768,3,16,0.4242,0.3885,0.7345,0.7458,0.2934,0.7799,0.7285,0.7483,0.7329,0.9688,0.832,148.5701,5.9287,0.7396,40.1651,10.3278,7.3983,36,19.3769,528152,30,7.61,438,1080,480,3104,0.223,0.9051,0.5037,0.8712,wipe,0.3658,0.9083,-0.801,43.7977,10.749,v3.0,2,0.001,206,1.267245,1.104163,0.631035,0.085159,4.43,3.53,0.1167,0.7016,0.4908,0.7689,train,0.7926,1,high
6129,A detailed futuristic city at sunset,sports,vintage,ultra,warm,4:3,106,17,0.6823,-0.9008,0.5799,0.804,1024,1280,3,16,0.3128,0.5968,0.6143,0.9487,0.5724,0.1518,0.5503,0.3991,0.7492,0.6044,0.8102,50.0366,6.5431,0.9855,20.6504,6.2671,18.9305,97,3.1466,893926,30,11.77,1201,720,360,5359,0.7181,0.3997,0.7489,0.6239,wipe,0.498,0.5626,0.7727,41.2927,36.8775,v3.0,2,1e-05,196,0.671191,0.844576,0.904847,2.112251,4.59,1.91,0.1213,0.6606,0.5486,0.5319,train,0.6944,1,medium
6130,A vibrant arctic tundra in morning light,architecture,watercolor,medium,cool,4:3,172,16,0.2702,0.5992,0.6104,0.9682,768,768,3,8,0.338,0.5379,0.4554,0.7386,0.4357,0.9193,0.6434,0.5089,0.3145,0.4218,0.8382,52.0369,2.5861,0.8816,46.5583,14.6302,7.2414,26,6.5945,242560,30,54.38,537,1920,480,1394,0.3853,0.8934,0.9692,0.7342,zoom,0.4175,0.2254,-0.7186,45.2444,46.3103,v2.1,4,0.0001,188,0.456301,0.383138,1.379923,2.71264,2.92,1.58,0.4128,0.5911,0.5624,0.415,train,0.6526,0,medium
6131,A colorful arctic tundra in golden hour,landscape,cinematic,ultra,warm,9:16,161,6,0.7229,0.09,0.7719,0.177,256,256,1,8,0.2555,0.8489,0.2204,0.5975,0.1547,0.8594,0.8511,0.3559,0.3997,0.2803,0.5107,111.0531,1.9684,0.507,48.111,24.5954,8.9088,87,8.1215,992876,24,6.17,1156,1080,720,3932,0.866,0.0128,0.836,0.6006,fade,0.5269,0.1788,0.298,298.3665,27.1203,v1.0,4,0.0005,377,1.601728,2.168774,1.204312,1.217318,3.56,1.91,0.5967,0.8844,0.7335,0.408,train,0.5898,0,low
6132,A serene night sky during storm,landscape,cartoon,medium,neutral,1:1,60,27,0.1573,0.1426,0.9227,0.315,1280,512,3,32,0.0635,0.863,0.6696,0.7313,0.2136,0.5176,0.6321,0.4109,0.7552,0.5108,0.5745,74.5219,2.6797,0.6584,33.6452,27.9794,22.82,32,13.5462,518061,24,41.65,875,480,720,1597,0.8856,0.7413,0.6473,0.7312,none,0.5199,0.7077,-0.7457,117.403,44.1646,v2.1,4,0.0001,492,1.904491,0.734292,0.277937,2.860459,2.85,3.87,0.816,0.7839,0.426,0.6643,train,0.6777,0,medium
6133,A realistic old castle in rain,nature,vintage,ultra,vibrant,9:16,185,23,0.2806,-0.3275,0.5762,0.8448,1024,1280,3,32,0.3747,0.6199,0.691,0.9043,0.3893,0.8225,0.3371,0.5247,0.8897,0.7215,0.9273,63.3396,5.0585,0.9044,44.2408,18.9386,19.6118,60,15.297,802303,60,10.3,887,1080,360,8084,0.3469,0.8348,0.8375,0.8295,none,0.6199,0.3252,-0.8826,181.0223,37.0032,v2.1,1,5e-05,352,1.853412,0.599147,0.631689,2.936119,3.27,2.04,0.9278,0.6483,0.9675,0.3779,train,0.7043,1,medium
6134,A dynamic night sky during storm,portrait,vintage,ultra,pastel,3:2,60,7,0.6786,0.8607,0.5534,0.4559,256,256,3,16,0.3474,0.6569,0.2544,0.5949,0.8372,0.3835,0.8083,0.3979,0.8985,0.8003,0.8823,106.6259,1.4251,0.7235,45.9545,8.183,11.9864,33,15.9516,798537,30,11.3,1193,720,720,8581,0.6311,0.6957,0.77,0.405,pan,0.487,0.1908,-0.8208,24.0297,34.3387,v3.0,16,1e-05,158,0.991492,0.546658,0.570927,0.231194,2.91,2.53,0.81,0.9791,0.6228,0.3197,train,0.7525,1,high
6135,A realistic futuristic city in rain,food,sketch,ultra,warm,21:9,64,28,0.917,0.4267,0.7588,0.5283,1920,1024,3,8,0.248,0.9128,0.6001,0.596,0.9108,0.1661,0.5839,0.8518,0.4936,0.9226,0.4595,167.6857,5.5828,0.94,20.6057,7.3757,4.2648,95,16.2532,713274,24,45.72,1010,1080,720,5715,0.7198,0.4841,0.9801,0.9947,wipe,0.6404,0.4061,-0.6531,182.6089,18.071,v1.0,4,0.0005,10,1.236011,1.889873,0.202458,2.394645,3.75,3.42,0.2695,0.5118,0.3598,0.4017,train,0.6622,0,medium
6136,A dramatic forest scene during eclipse,fashion,vintage,low,dark,4:3,145,27,0.7945,0.8555,0.5943,0.6504,1280,768,3,16,0.2016,0.671,0.4681,0.3724,0.9006,0.314,0.1253,0.3197,0.8685,0.9686,0.7312,105.173,9.2165,0.6827,35.7711,20.7534,15.173,91,17.8776,434817,24,28.19,616,720,1080,7495,0.5066,0.2506,0.9441,0.4536,pan,0.5137,0.2895,-0.0914,95.9981,11.4066,v2.0,4,5e-05,189,0.544233,0.680285,1.119243,2.617402,3.93,1.21,0.9532,0.5334,0.5411,0.9833,train,0.7885,1,high
6137,A dramatic arctic tundra in golden hour,nature,watercolor,medium,cool,9:16,115,8,0.3992,-0.8015,0.9971,0.4676,1024,1280,3,8,0.3334,0.9522,0.66,0.6945,0.3505,0.0063,0.8975,0.5912,0.5031,0.329,0.7268,182.5202,3.1678,0.6778,32.56,12.8155,13.8124,55,19.0342,925981,12,41.47,793,480,480,7793,0.1402,0.3384,0.6795,0.5756,zoom,0.7799,0.3222,0.9963,166.3236,44.3568,v1.0,4,0.0001,119,1.421133,2.250638,0.13499,0.223715,2.47,1.73,0.6471,0.7007,0.2451,0.7344,test,0.6369,0,medium
6138,A realistic flower garden under stars,nature,watercolor,ultra,cool,16:9,163,22,0.8413,0.1675,0.5022,0.1319,256,768,3,8,0.3501,0.8849,0.4464,0.6107,0.7756,0.9763,0.2569,0.6677,0.7192,0.3629,0.8112,28.9816,6.3731,0.8345,45.1544,15.6973,6.733,58,3.8395,4888,30,37.09,1377,1080,1080,2170,0.2915,0.447,0.7816,0.641,wipe,0.9124,0.6087,-0.1122,82.5819,32.9835,v1.5,2,0.001,162,1.410173,1.59394,0.35829,0.003373,3.92,2.36,0.2818,0.8136,0.6031,0.5887,train,0.6608,0,medium
6139,A stunning waterfall in golden hour,portrait,cartoon,professional,vibrant,16:9,38,16,0.9699,0.2751,0.7244,0.6436,1280,256,3,8,0.1914,0.6168,0.7096,0.5646,0.3844,0.7741,0.3014,0.5167,0.4922,0.9091,0.7485,180.1252,1.4975,0.5649,32.6221,29.421,4.6853,60,4.0153,559425,24,34.17,182,1080,1080,8295,0.7498,0.8709,0.8449,0.7124,wipe,0.8986,0.7223,0.541,40.9077,36.0578,v1.0,16,0.0005,142,0.020791,2.427315,0.473737,2.277349,2.71,4.37,0.5336,0.5081,0.6897,0.6192,train,0.7054,1,medium
6140,A dynamic tropical beach in rain,technology,digital_art,professional,pastel,21:9,56,39,0.3988,-0.748,0.5813,0.306,256,1280,3,16,0.1533,0.9546,0.2919,0.3274,0.6596,0.0014,0.7254,0.7166,0.8325,0.6897,0.8582,189.02,7.0128,0.9294,24.3248,10.946,4.1784,33,7.9414,446329,60,16.93,1436,1080,720,5981,0.7839,0.1997,0.5163,0.766,fade,0.8969,0.8545,0.828,272.2839,17.5809,v2.1,16,0.001,409,0.484444,2.125365,1.222854,1.799683,3.04,2.88,0.0298,0.5129,0.3192,0.7078,train,0.6821,1,medium
6141,A dramatic city skyline during eclipse,food,modern,low,neutral,16:9,104,31,0.2681,-0.3075,0.8405,0.972,768,512,3,16,0.4849,0.8489,0.3869,0.7227,0.8546,0.8269,0.6834,0.7316,0.9665,0.4855,0.9904,181.2654,6.1666,0.675,24.836,29.0821,13.952,43,17.4337,843650,12,8.23,1563,720,1080,8089,0.5526,0.7294,0.8122,0.8802,cut,0.8393,0.7421,0.8395,296.7965,9.8039,v1.5,2,0.0001,337,0.446946,1.802711,0.709432,0.862248,3.47,2.75,0.788,0.5661,0.5746,0.8502,train,0.7699,1,high
6142,A vibrant canyon view during storm,fashion,modern,high,pastel,9:16,45,18,0.2778,-0.5704,0.8151,0.7213,1920,256,3,8,0.488,0.9701,0.6605,0.3388,0.309,0.1797,0.4178,0.867,0.9723,0.4215,0.6252,38.2501,9.4583,0.5397,41.0628,6.4463,16.7395,54,12.8599,145128,24,15.44,386,1080,480,2889,0.563,0.1816,0.5387,0.6979,cut,0.7636,0.3112,0.428,105.8575,25.734,v1.0,16,0.0005,300,0.556927,0.37103,0.18672,2.37926,3.1,1.47,0.4206,0.7185,0.8593,0.469,train,0.592,0,low
6143,A realistic canyon view in rain,landscape,photorealistic,low,vibrant,1:1,113,35,0.4603,0.9689,0.9035,0.8566,1920,1024,3,8,0.187,0.4462,0.7681,0.3619,0.489,0.9282,0.6668,0.5925,0.3733,0.3563,0.8109,49.2839,3.9027,0.9551,38.5687,28.393,8.8565,79,16.1655,427039,24,46.22,129,1080,720,7118,0.629,0.3199,0.9167,0.9626,cut,0.7597,0.6704,0.1333,214.5401,4.6057,v1.0,4,5e-05,339,0.174479,0.070868,0.853168,1.216379,2.67,1.76,0.7376,0.7178,0.5842,0.5444,train,0.7535,1,high
6144,A serene autumn forest in blue hour,portrait,photorealistic,high,pastel,3:2,123,7,0.1471,0.0868,0.7817,0.959,1920,1280,3,32,0.4804,0.7835,0.7364,0.3366,0.5369,0.1999,0.6644,0.2345,0.9461,0.7402,0.9315,126.4558,8.6624,0.6693,27.6829,12.7422,4.6188,37,3.2048,819339,30,4.82,1267,1080,720,8806,0.3233,0.4555,0.607,0.7656,fade,0.9432,0.922,-0.5304,255.3662,23.6576,v1.0,1,0.0005,117,1.198206,1.689112,0.935597,0.136485,1.26,2.44,0.6164,0.8749,0.9138,0.5157,train,0.7409,1,high
6145,A stunning canyon view at sunset,fashion,cinematic,low,vibrant,16:9,144,9,0.539,-0.3695,0.5947,0.157,768,1080,3,8,0.2923,0.9446,0.5144,0.4989,0.4384,0.2127,0.8096,0.9452,0.7733,0.3904,0.6035,178.8729,4.0104,0.5692,21.2049,8.0446,12.4759,77,9.309,707691,24,55.47,708,720,720,5237,0.1877,0.6588,0.649,0.6635,cut,0.716,0.7592,-0.6659,91.3058,9.3094,v3.0,2,0.0001,46,0.756559,2.134059,1.294954,2.927264,4.74,4.67,0.7492,0.6191,0.2903,0.3905,train,0.5581,0,low
6146,A realistic night sky during storm,architecture,watercolor,professional,pastel,9:16,160,33,0.7591,0.329,0.5267,0.2338,1280,1280,3,16,0.007,0.3014,0.4115,0.6618,0.8718,0.9358,0.8769,0.2912,0.5025,0.7939,0.7451,7.2269,7.5244,0.6458,31.5649,29.5107,4.2867,70,10.0608,210723,30,48.86,447,720,720,5327,0.4184,0.1541,0.6724,0.8751,wipe,0.5346,0.1312,0.7111,277.4351,32.1049,v1.5,4,0.001,395,1.095885,1.276944,0.598389,2.946702,2.78,1.96,0.7659,0.5859,0.6547,0.8749,train,0.7465,1,high
6147,A colorful arctic tundra in blue hour,nature,photorealistic,ultra,warm,1:1,110,21,0.5774,0.3191,0.8611,0.8272,768,256,3,16,0.0554,0.3681,0.4932,0.7168,0.1736,0.4912,0.194,0.3204,0.7015,0.5166,0.9589,160.9222,3.6785,0.885,36.677,17.4689,2.09,20,15.6434,353674,24,13.08,186,720,480,9028,0.6402,0.5747,0.9462,0.6955,cut,0.3922,0.4029,-0.8145,293.1286,15.3277,v3.0,4,1e-05,295,0.456617,0.707563,1.079763,2.789331,3.42,3.26,0.6699,0.604,0.5566,0.4533,validation,0.6852,1,medium
6148,A stunning waterfall during eclipse,portrait,sketch,medium,cool,4:3,106,23,0.973,-0.3053,0.72,0.8963,1920,768,3,8,0.1101,0.3849,0.5116,0.5417,0.9619,0.0962,0.2965,0.8491,0.4349,0.9693,0.8596,117.5532,9.6837,0.5048,48.3531,11.2454,15.998,25,18.3424,164679,60,32.0,115,1080,720,977,0.6743,0.3709,0.8467,0.9739,fade,0.7484,0.2918,-0.8651,14.7993,26.6412,v1.5,8,1e-05,184,1.664584,0.519013,0.743034,2.415928,4.95,1.49,0.2281,0.5118,0.6549,0.8122,test,0.8401,1,high
6149,A stunning waterfall in fog,landscape,photorealistic,ultra,vibrant,4:3,181,39,0.5155,0.9878,0.6111,0.1044,768,1024,3,32,0.407,0.5843,0.2808,0.7868,0.9245,0.5587,0.281,0.4674,0.9678,0.5725,0.5366,72.4077,8.8423,0.5964,26.5755,6.2776,1.2323,27,11.0472,557847,24,49.6,252,1920,360,4967,0.808,0.0493,0.8234,0.9408,dissolve,0.5207,0.9382,0.9613,63.2598,8.0466,v1.5,2,0.001,16,0.723888,0.163911,0.526489,0.104322,4.57,1.18,0.6097,0.8391,0.816,0.7916,train,0.697,1,medium
6150,A dramatic city skyline at dawn,sports,artistic,professional,vibrant,21:9,142,37,0.1119,0.6179,0.6259,0.9507,1024,1024,3,8,0.3667,0.9126,0.3467,0.8468,0.4294,0.6085,0.7537,0.2469,0.803,0.9534,0.5959,143.7434,5.82,0.7179,24.7405,13.7718,6.4387,41,13.2526,55604,24,14.1,150,720,480,2717,0.691,0.3126,0.9148,0.7813,fade,0.5364,0.4521,-0.7078,66.9268,19.6881,v3.0,1,0.001,481,0.342902,0.871223,1.138343,0.292229,3.89,1.17,0.8112,0.8866,0.4106,0.9841,train,0.8503,1,very_high
6151,An amazing night sky in blue hour,landscape,artistic,medium,cool,3:2,117,12,0.5231,-0.1994,0.5745,0.5089,512,1280,3,32,0.413,0.6355,0.3509,0.722,0.8514,0.6748,0.6818,0.2697,0.9456,0.4484,0.8902,105.6178,9.2617,0.8572,23.5647,29.5442,12.1296,91,17.7776,59810,24,20.06,599,1920,1080,5895,0.1032,0.3729,0.9156,0.7112,zoom,0.4285,0.7345,-0.1577,8.0557,11.8427,v1.0,1,0.0005,322,1.912456,0.19358,0.741529,2.594821,1.83,4.97,0.227,0.6522,0.9645,0.9343,train,0.7142,1,medium
6152,A beautiful night sky in morning light,architecture,sketch,high,dark,9:16,42,39,0.9369,0.3201,0.6418,0.5164,768,512,3,32,0.26,0.3569,0.3898,0.5391,0.1902,0.4358,0.2017,0.6895,0.3438,0.3795,0.7266,38.9277,4.3671,0.6246,25.927,8.6529,19.921,96,1.2725,334564,24,48.5,1038,1080,360,4449,0.5329,0.7556,0.7276,0.6548,cut,0.8236,0.1104,-0.6352,52.6791,27.8373,v1.5,2,5e-05,252,0.143027,0.618392,0.550811,2.592328,2.1,4.84,0.0753,0.7681,0.9784,0.3332,train,0.5996,0,low
6153,A colorful mountain landscape under stars,portrait,vintage,high,dark,9:16,127,24,0.1863,0.4211,0.896,0.8909,1280,1280,3,8,0.2809,0.4529,0.5501,0.3321,0.9194,0.7614,0.2859,0.745,0.8952,0.8878,0.4068,17.8486,6.8111,0.9382,33.2716,10.5643,14.2226,32,16.7173,207043,24,55.73,1586,720,480,2715,0.8079,0.0689,0.5971,0.8953,zoom,0.4016,0.6164,-0.5675,11.7132,15.0242,v2.1,1,0.001,182,1.151496,0.789759,0.518242,0.168324,2.25,1.31,0.5515,0.9263,0.744,0.4114,train,0.7193,1,medium
6154,A dynamic old castle during storm,architecture,artistic,professional,neutral,16:9,167,21,0.3007,-0.6524,0.8103,0.3606,1024,512,3,8,0.0227,0.5448,0.3709,0.9555,0.771,0.7149,0.5232,0.2324,0.6534,0.39,0.5412,95.318,8.3825,0.6835,27.9929,5.5945,1.8026,98,9.675,778335,24,59.92,1208,1920,720,7927,0.3177,0.633,0.7298,0.7318,pan,0.4646,0.3984,-0.0046,81.9414,26.0234,v2.1,2,0.001,27,0.184707,1.466318,0.736813,2.51171,3.01,4.6,0.9057,0.9023,0.3874,0.7009,train,0.6531,0,medium
6155,A detailed old castle in rain,food,modern,medium,vibrant,1:1,73,17,0.744,0.7563,0.9937,0.6251,1280,512,3,8,0.1069,0.9168,0.8176,0.9848,0.6831,0.0076,0.49,0.3506,0.4131,0.3442,0.5646,116.269,2.8532,0.9373,22.3202,16.1651,3.605,10,11.4763,325145,24,35.32,910,720,720,6052,0.424,0.3435,0.8371,0.9886,pan,0.9831,0.6699,-0.1752,79.7111,24.8858,v2.1,2,0.0001,367,1.976416,1.548993,0.656115,2.90462,3.9,4.96,0.9633,0.5412,0.9662,0.4888,train,0.5675,0,low
6156,A serene city skyline in rain,food,modern,ultra,warm,3:2,78,8,0.3647,0.6521,0.7621,0.4008,768,1280,3,8,0.2303,0.4405,0.8408,0.3685,0.4975,0.3962,0.8983,0.9314,0.3319,0.4965,0.7804,76.1687,7.659,0.6672,45.2783,21.132,14.3606,16,3.1504,231026,24,19.27,564,720,480,8328,0.18,0.2642,0.5129,0.6002,pan,0.7947,0.7928,-0.805,255.413,15.9306,v1.0,4,0.0005,141,1.30307,0.091427,1.474926,0.287882,2.62,2.89,0.1867,0.9763,0.6879,0.4506,train,0.6444,0,medium
6157,A realistic night sky at dawn,sports,artistic,professional,pastel,1:1,167,34,0.7887,0.5113,0.7607,0.2022,256,256,3,8,0.3994,0.7927,0.8906,0.5928,0.1004,0.3716,0.605,0.9716,0.6502,0.4559,0.6358,64.6486,1.6658,0.9445,48.1782,21.383,21.0295,67,6.292,904873,24,22.66,1484,1080,720,6877,0.4704,0.798,0.9327,0.6495,cut,0.4195,0.5679,-0.3555,190.2897,42.1065,v2.1,8,0.001,480,1.770128,2.103289,0.133499,1.797941,4.41,1.47,0.0838,0.6219,0.6683,0.7536,train,0.6554,0,medium
6158,A dynamic old castle at dawn,nature,photorealistic,high,warm,3:2,58,10,0.4774,-0.5546,0.5957,0.4227,256,512,3,8,0.3229,0.8944,0.3159,0.454,0.7671,0.9538,0.2137,0.6854,0.9996,0.6326,0.8336,72.6253,7.834,0.9612,29.4538,5.4347,5.6855,80,9.5853,829143,24,21.08,1524,720,480,6872,0.6719,0.4123,0.8903,0.6774,cut,0.6133,0.4853,-0.8547,52.5584,19.1207,v2.1,8,1e-05,131,1.076997,1.538275,0.352505,2.840252,1.01,3.29,0.5197,0.9347,0.6852,0.8204,train,0.8727,1,very_high
6159,A detailed urban street in rain,technology,cinematic,professional,vibrant,9:16,97,6,0.8165,-0.7275,0.7932,0.2557,768,256,3,32,0.3106,0.659,0.7072,0.682,0.7838,0.0328,0.7898,0.7314,0.7587,0.4984,0.4498,184.5678,9.057,0.9271,30.4233,19.791,4.4245,23,14.7047,366352,24,14.7,595,1080,1080,1347,0.4399,0.4729,0.609,0.9721,pan,0.679,0.9328,-0.148,255.9097,11.9875,v2.1,16,0.0005,404,0.651868,2.149595,0.956533,0.682152,3.1,1.99,0.2616,0.9323,0.251,0.6805,train,0.6454,0,medium
6160,A dramatic futuristic city in morning light,abstract,cinematic,ultra,neutral,9:16,110,19,0.5964,-0.6389,0.8042,0.5689,256,256,1,8,0.4468,0.731,0.8164,0.6409,0.6485,0.268,0.241,0.9966,0.4142,0.7149,0.8337,10.1291,1.7777,0.5034,35.3039,25.7992,17.8143,48,18.3324,588040,24,36.13,444,1920,1080,4413,0.2148,0.6201,0.8745,0.7558,cut,0.5824,0.4119,-0.2521,188.4408,24.4068,v3.0,2,5e-05,467,1.518599,0.282761,0.963839,1.496801,4.74,2.8,0.9978,0.5326,0.9421,0.4342,test,0.7074,1,medium
